category,city,resources/contact,resources/descriptionandorserviceprovided,resources/nameoftheorganisation,resources/phonenumber,resources/state
Senior Citizen Support,Raipur,http://dprcg.gov.in/post/1585233796/%E0%A4%AE%E0%A5%81%E0%A4%82%E0%A4%97%E0%A5%87%E0%A4%B2%E0%A5%80__:_%E0%A4%AE%E0%A5%81%E0%A4%82%E0%A4%97%E0%A5%87%E0%A4%B2%E0%A5%80_%E0%A4%9C%E0%A4%BF%E0%A4%B2%E0%A5%87_%E0%A4%95%E0%A5%87_%E0%A4%A6%E0%A4%BF%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%82%E0%A4%97%E0%A4%9C%E0%A4%A8_%E0%A4%A4%E0%A4%A5%E0%A4%BE_%E0%A4%85%E0%A4%AA%E0%A4%A8%E0%A5%87_%E0%A4%A8%E0%A4%BF%E0%A4%B5%E0%A4%BE%E0%A4%B8_%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%B2_%E0%A4%B8%E0%A5%87_%E0%A4%A6%E0%A5%82%E0%A4%B8%E0%A4%B0%E0%A5%87_%E0%A4%B6%E0%A4%B9%E0%A4%B0_%E0%A4%AF%E0%A4%BE_%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%A8_%E0%A4%AA%E0%A4%B0_%E0%A4%85%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%AF%E0%A4%A8%E0%A4%B0%E0%A4%A4%E0%A5%8D_%E0%A4%B5_%E0%A4%B6%E0%A4%BE%E0%A4%B8%E0%A4%95%E0%A5%80%E0%A4%AF_%E0%A4%85%E0%A4%B6%E0%A4%BE%E0%A4%B8%E0%A4%95%E0%A5%80%E0%A4%AF_%E0%A4%B8%E0%A4%82%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE_%E0%A4%AE%E0%A5%87%E0%A4%82_%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%B0%E0%A4%A4%E0%A5%8D_%E0%A4%B2%E0%A4%BE%E0%A5%85%E0%A4%95%E0%A4%A1%E0%A4%BE%E0%A4%89%E0%A4%A8_%E0%A4%85%E0%A4%B5%E0%A4%A7%E0%A4%BF_%E0%A4%AE%E0%A5%87%E0%A4%82_%E0%A4%98%E0%A4%B0_%E0%A4%B5%E0%A4%BE%E0%A4%AA%E0%A4%B8%E0%A5%80_%E0%A4%95%E0%A5%87_%E0%A4%B2%E0%A4%BF%E0%A4%8F__%E0%A4%9F%E0%A5%8B%E0%A4%B2_%E0%A4%AB%E0%A5%8D%E0%A4%B0%E0%A5%80_%E0%A4%A8%E0%A4%82%E0%A4%AC%E0%A4%B0_104_%E0%A4%B5_112_%E0%A4%9C%E0%A4%BE%E0%A4%B0%E0%A5%80,DIVYANH HELPLINE- For Migration/travel,DIVYANG- HELPLINE,9109408485,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Raipur,http://dprcg.gov.in/post/1585319355/_%E0%A4%B0%E0%A4%BE%E0%A4%AF%E0%A4%AA%E0%A5%81%E0%A4%B0_:__%E0%A4%96%E0%A4%BE%E0%A4%A6%E0%A5%8D%E0%A4%AF_%E0%A4%8F%E0%A4%B5%E0%A4%82_%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%B5%E0%A4%B9%E0%A4%A8_%E0%A4%B5%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%97_%E0%A4%95%E0%A4%BE_%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%AF_%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A5%80%E0%A4%AF_%E0%A4%B8%E0%A4%82%E0%A4%AF%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4_%E0%A4%95%E0%A4%82%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%B2_%E0%A4%B0%E0%A5%82%E0%A4%AE_%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%AA%E0%A4%BF%E0%A4%A4,State level control & Monitoring center for citizens- landline no,"State control room for ration, grocery, supplies, medicine & essentials",7712882113,Chhattisgarh
Government Helpline,Raipur,https://twitter.com/ChhattisgarhCMO/status/1245271630365880325,"all farm, crop, machinery related info w.r.t Covid19",Farmer Helpline,7712445785,Chhattisgarh
Government Helpline,Korba,https://twitter.com/ChhattisgarhCMO/status/1244296965094928385,Govt COVID 19 CONTROL ROOM,Control Room,7759228548,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",jashpur nagar,"http://dprcg.gov.in/post/1585227880/%E0%A4%9C%E0%A4%B6%E0%A4%AA%E0%A5%81%E0%A4%B0%E0%A4%A8%E0%A4%97%E0%A4%B0__:__%E0%A4%95%E0%A5%81%E0%A4%A8%E0%A4%95%E0%A5%81%E0%A4%B0%E0%A5%80_%E0%A4%AE%E0%A5%87%E0%A4%82_%E0%A4%86%E0%A4%AE%E0%A4%9C%E0%A4%A8%E0%A5%8B%E0%A4%82_%E0%A4%95%E0%A5%8B_%E0%A4%AE%E0%A4%BF%E0%A4%B2%E0%A5%87%E0%A4%97%E0%A5%80_%E0%A4%98%E0%A4%B0_%E0%A4%AA%E0%A4%B9%E0%A5%81%E0%A4%82%E0%A4%9A_%E0%A4%B8%E0%A5%87%E0%A4%B5%E0%A4%BE___:_%E0%A4%B5%E0%A4%BE%E0%A4%9F%E0%A5%8D%E0%A4%B8%E0%A4%85%E0%A4%AA_%E0%A4%A8%E0%A4%82%E0%A4%AC%E0%A4%B0_9691652718,_8815778989,_9301267100_%E0%A4%9C%E0%A4%BE%E0%A4%B0%E0%A5%80","Home delivery of ration, grocery, medicines, milk etc",Home delivery by Nagar Panchayat,9301267100,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",jashpur nagar,"http://dprcg.gov.in/post/1585227880/%E0%A4%9C%E0%A4%B6%E0%A4%AA%E0%A5%81%E0%A4%B0%E0%A4%A8%E0%A4%97%E0%A4%B0__:__%E0%A4%95%E0%A5%81%E0%A4%A8%E0%A4%95%E0%A5%81%E0%A4%B0%E0%A5%80_%E0%A4%AE%E0%A5%87%E0%A4%82_%E0%A4%86%E0%A4%AE%E0%A4%9C%E0%A4%A8%E0%A5%8B%E0%A4%82_%E0%A4%95%E0%A5%8B_%E0%A4%AE%E0%A4%BF%E0%A4%B2%E0%A5%87%E0%A4%97%E0%A5%80_%E0%A4%98%E0%A4%B0_%E0%A4%AA%E0%A4%B9%E0%A5%81%E0%A4%82%E0%A4%9A_%E0%A4%B8%E0%A5%87%E0%A4%B5%E0%A4%BE___:_%E0%A4%B5%E0%A4%BE%E0%A4%9F%E0%A5%8D%E0%A4%B8%E0%A4%85%E0%A4%AA_%E0%A4%A8%E0%A4%82%E0%A4%AC%E0%A4%B0_9691652718,_8815778989,_9301267100_%E0%A4%9C%E0%A4%BE%E0%A4%B0%E0%A5%80","Home delivery of ration, grocery, medicines, milk etc",Home delivery by Nagar Panchayat & authorized NGO's,9691652718,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",jashpur nagar,"http://dprcg.gov.in/post/1585227880/%E0%A4%9C%E0%A4%B6%E0%A4%AA%E0%A5%81%E0%A4%B0%E0%A4%A8%E0%A4%97%E0%A4%B0__:__%E0%A4%95%E0%A5%81%E0%A4%A8%E0%A4%95%E0%A5%81%E0%A4%B0%E0%A5%80_%E0%A4%AE%E0%A5%87%E0%A4%82_%E0%A4%86%E0%A4%AE%E0%A4%9C%E0%A4%A8%E0%A5%8B%E0%A4%82_%E0%A4%95%E0%A5%8B_%E0%A4%AE%E0%A4%BF%E0%A4%B2%E0%A5%87%E0%A4%97%E0%A5%80_%E0%A4%98%E0%A4%B0_%E0%A4%AA%E0%A4%B9%E0%A5%81%E0%A4%82%E0%A4%9A_%E0%A4%B8%E0%A5%87%E0%A4%B5%E0%A4%BE___:_%E0%A4%B5%E0%A4%BE%E0%A4%9F%E0%A5%8D%E0%A4%B8%E0%A4%85%E0%A4%AA_%E0%A4%A8%E0%A4%82%E0%A4%AC%E0%A4%B0_9691652718,_8815778989,_9301267100_%E0%A4%9C%E0%A4%BE%E0%A4%B0%E0%A5%80","Home delivery of ration, grocery, medicines, milk etc",Home delivery by Nagar Panchayat & civic authorities,8815778989,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Dantewada,https://twitter.com/DPRChhattisgarh/status/1245363049533337600,Milk & Milk products delivery at home (Min order qty Rs 500),state milk Cooperative,9827726833,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Dantewada,http://dprcg.gov.in/post/1585319355/_%E0%A4%B0%E0%A4%BE%E0%A4%AF%E0%A4%AA%E0%A5%81%E0%A4%B0_:__%E0%A4%96%E0%A4%BE%E0%A4%A6%E0%A5%8D%E0%A4%AF_%E0%A4%8F%E0%A4%B5%E0%A4%82_%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%B5%E0%A4%B9%E0%A4%A8_%E0%A4%B5%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%97_%E0%A4%95%E0%A4%BE_%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%AF_%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A5%80%E0%A4%AF_%E0%A4%B8%E0%A4%82%E0%A4%AF%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4_%E0%A4%95%E0%A4%82%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%B2_%E0%A4%B0%E0%A5%82%E0%A4%AE_%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%AA%E0%A4%BF%E0%A4%A4,State level control & Monitoring center for citizens- landline no,"State control room for ration, grocery, supplies, medicine & essentials",7712882113,Chhattisgarh
Government Helpline,Naraynpur,http://dprcg.gov.in/post/1585228087/%E0%A4%A8%E0%A4%BE%E0%A4%B0%E0%A4%BE%E0%A4%AF%E0%A4%A3%E0%A4%AA%E0%A5%81%E0%A4%B0_:__%E0%A4%95%E0%A5%8B%E0%A4%B0%E0%A5%8B%E0%A4%A8%E0%A4%BE_%E0%A4%B5%E0%A4%BE%E0%A4%AF%E0%A4%B0%E0%A4%B8_%E0%A4%B8%E0%A5%87_%E0%A4%AC%E0%A4%9A%E0%A4%BE%E0%A4%B5_%E0%A4%95%E0%A5%87_%E0%A4%B2%E0%A4%BF%E0%A4%8F_%E0%A4%95%E0%A4%82%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%B2_%E0%A4%B0%E0%A5%82%E0%A4%AE_%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%AA%E0%A4%BF%E0%A4%A4_:__%E0%A4%B8%E0%A4%BE%E0%A4%A4%E0%A5%8B%E0%A4%82_%E0%A4%A6%E0%A4%BF%E0%A4%A8_24_%E0%A4%98%E0%A4%82%E0%A4%9F%E0%A5%87_%E0%A4%9A%E0%A4%BE%E0%A4%B2%E0%A5%82_%E0%A4%B0%E0%A4%B9%E0%A5%87%E0%A4%97%E0%A4%BE_%E0%A4%A6%E0%A5%82%E0%A4%B0%E0%A4%AD%E0%A4%BE%E0%A4%B7_%E0%A4%A8%E0%A4%82%E0%A4%AC%E0%A4%B0_07781-252245,"all COVID19 related assistance & help including ration, medicine, food",Control Room,7781252245,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Naraynpur,http://dprcg.gov.in/post/1585319355/_%E0%A4%B0%E0%A4%BE%E0%A4%AF%E0%A4%AA%E0%A5%81%E0%A4%B0_:__%E0%A4%96%E0%A4%BE%E0%A4%A6%E0%A5%8D%E0%A4%AF_%E0%A4%8F%E0%A4%B5%E0%A4%82_%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%B5%E0%A4%B9%E0%A4%A8_%E0%A4%B5%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%97_%E0%A4%95%E0%A4%BE_%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%AF_%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A5%80%E0%A4%AF_%E0%A4%B8%E0%A4%82%E0%A4%AF%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4_%E0%A4%95%E0%A4%82%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%B2_%E0%A4%B0%E0%A5%82%E0%A4%AE_%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%AA%E0%A4%BF%E0%A4%A4,State level control & Monitoring center for citizens- landline no,"State control room for ration, grocery, supplies, medicine & essentials",7712882113,Chhattisgarh
Government Helpline,Mungeli,https://twitter.com/ChhattisgarhCMO/status/1245271630365880325,"all farm, crop, machinery related info w.r.t Covid19",Farmer Helpline,7755264180,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mungeli,http://dprcg.gov.in/post/1585319355/_%E0%A4%B0%E0%A4%BE%E0%A4%AF%E0%A4%AA%E0%A5%81%E0%A4%B0_:__%E0%A4%96%E0%A4%BE%E0%A4%A6%E0%A5%8D%E0%A4%AF_%E0%A4%8F%E0%A4%B5%E0%A4%82_%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%B5%E0%A4%B9%E0%A4%A8_%E0%A4%B5%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%97_%E0%A4%95%E0%A4%BE_%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%AF_%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A5%80%E0%A4%AF_%E0%A4%B8%E0%A4%82%E0%A4%AF%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4_%E0%A4%95%E0%A4%82%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%B2_%E0%A4%B0%E0%A5%82%E0%A4%AE_%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%AA%E0%A4%BF%E0%A4%A4,State level control & Monitoring center for citizens- landline no,"State control room for ration, grocery, supplies, medicine & essentials",7712882113,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mungeli,,Govt COVID 19 CONTROL ROOM,Govt COVID 19 CONTROL ROOM,,Chhattisgarh
Government Helpline,Bilaspur,https://twitter.com/ChhattisgarhCMO/status/1245271630365880325,"all farm, crop, machinery related info w.r.t Covid19",Farmer Helpline,7752250084,Chhattisgarh
Police,Bilaspur,https://twitter.com/PoliceBilaspur/status/1247039570820190208,important contact numbers of Police at Bilaspur,Bilaspur police- state police,9479193099,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Bilaspur,https://twitter.com/DPRChhattisgarh/status/1245363049533337600,Milk & Milk products delivery at home (Min order qty Rs 500),state milk Cooperative,9827726833,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Bilaspur,http://dprcg.gov.in/post/1585319355/_%E0%A4%B0%E0%A4%BE%E0%A4%AF%E0%A4%AA%E0%A5%81%E0%A4%B0_:__%E0%A4%96%E0%A4%BE%E0%A4%A6%E0%A5%8D%E0%A4%AF_%E0%A4%8F%E0%A4%B5%E0%A4%82_%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%B5%E0%A4%B9%E0%A4%A8_%E0%A4%B5%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%97_%E0%A4%95%E0%A4%BE_%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%AF_%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A5%80%E0%A4%AF_%E0%A4%B8%E0%A4%82%E0%A4%AF%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4_%E0%A4%95%E0%A4%82%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%B2_%E0%A4%B0%E0%A5%82%E0%A4%AE_%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%AA%E0%A4%BF%E0%A4%A4,State level control & Monitoring center for citizens- landline no,"State control room for ration, grocery, supplies, medicine & essentials",7712882113,Chhattisgarh
Government Helpline,Balod,https://twitter.com/ChhattisgarhCMO/status/1244296965094928385,Govt COVID 19 CONTROL ROOM,Control Room,7749223950,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Balod,http://dprcg.gov.in/post/1585319355/_%E0%A4%B0%E0%A4%BE%E0%A4%AF%E0%A4%AA%E0%A5%81%E0%A4%B0_:__%E0%A4%96%E0%A4%BE%E0%A4%A6%E0%A5%8D%E0%A4%AF_%E0%A4%8F%E0%A4%B5%E0%A4%82_%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%B5%E0%A4%B9%E0%A4%A8_%E0%A4%B5%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%97_%E0%A4%95%E0%A4%BE_%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%AF_%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A5%80%E0%A4%AF_%E0%A4%B8%E0%A4%82%E0%A4%AF%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4_%E0%A4%95%E0%A4%82%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%B2_%E0%A4%B0%E0%A5%82%E0%A4%AE_%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%AA%E0%A4%BF%E0%A4%A4,State level control & Monitoring center for citizens- landline no,"State control room for ration, grocery, supplies, medicine & essentials",7712882113,Chhattisgarh
Government Helpline,Sukma,https://twitter.com/ChhattisgarhCMO/status/1244296965094928385,Govt COVID 19 CONTROL ROOM,Control Room,7864284012,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Sukma,http://dprcg.gov.in/post/1585319355/_%E0%A4%B0%E0%A4%BE%E0%A4%AF%E0%A4%AA%E0%A5%81%E0%A4%B0_:__%E0%A4%96%E0%A4%BE%E0%A4%A6%E0%A5%8D%E0%A4%AF_%E0%A4%8F%E0%A4%B5%E0%A4%82_%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%B5%E0%A4%B9%E0%A4%A8_%E0%A4%B5%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%97_%E0%A4%95%E0%A4%BE_%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%AF_%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A5%80%E0%A4%AF_%E0%A4%B8%E0%A4%82%E0%A4%AF%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4_%E0%A4%95%E0%A4%82%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%B2_%E0%A4%B0%E0%A5%82%E0%A4%AE_%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%AA%E0%A4%BF%E0%A4%A4,State level control & Monitoring center for citizens- landline no,"State control room for ration, grocery, supplies, medicine & essentials",7712882113,Chhattisgarh
Government Helpline,Bastar,https://twitter.com/ChhattisgarhCMO/status/1244296965094928385,Govt COVID 19 CONTROL ROOM,Control Room,7782223122,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Bastar,http://dprcg.gov.in/post/1585319355/_%E0%A4%B0%E0%A4%BE%E0%A4%AF%E0%A4%AA%E0%A5%81%E0%A4%B0_:__%E0%A4%96%E0%A4%BE%E0%A4%A6%E0%A5%8D%E0%A4%AF_%E0%A4%8F%E0%A4%B5%E0%A4%82_%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%B5%E0%A4%B9%E0%A4%A8_%E0%A4%B5%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%97_%E0%A4%95%E0%A4%BE_%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%AF_%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A5%80%E0%A4%AF_%E0%A4%B8%E0%A4%82%E0%A4%AF%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4_%E0%A4%95%E0%A4%82%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%B2_%E0%A4%B0%E0%A5%82%E0%A4%AE_%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%AA%E0%A4%BF%E0%A4%A4,State level control & Monitoring center for citizens- landline no,"State control room for ration, grocery, supplies, medicine & essentials",7712882113,Chhattisgarh
Government Helpline,Raigarh,https://twitter.com/ChhattisgarhCMO/status/1244296965094928385,Govt COVID 19 CONTROL ROOM,Control Room,7762223750,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Raigarh,http://dprcg.gov.in/post/1585319355/_%E0%A4%B0%E0%A4%BE%E0%A4%AF%E0%A4%AA%E0%A5%81%E0%A4%B0_:__%E0%A4%96%E0%A4%BE%E0%A4%A6%E0%A5%8D%E0%A4%AF_%E0%A4%8F%E0%A4%B5%E0%A4%82_%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%B5%E0%A4%B9%E0%A4%A8_%E0%A4%B5%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%97_%E0%A4%95%E0%A4%BE_%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%AF_%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A5%80%E0%A4%AF_%E0%A4%B8%E0%A4%82%E0%A4%AF%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4_%E0%A4%95%E0%A4%82%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%B2_%E0%A4%B0%E0%A5%82%E0%A4%AE_%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%AA%E0%A4%BF%E0%A4%A4,State level control & Monitoring center for citizens- landline no,"State control room for ration, grocery, supplies, medicine & essentials",7712882113,Chhattisgarh
Government Helpline,Raigarh,https://twitter.com/ChhattisgarhCMO/status/1245271630365880325,"all farm, crop, machinery related info w.r.t Covid19",Farmer Helpline,7762223750,Chhattisgarh
Government Helpline,Sukma,https://twitter.com/ChhattisgarhCMO/status/1245271630365880325,"all farm, crop, machinery related info w.r.t Covid19",Farmer Helpline,7864284012,Chhattisgarh
Government Helpline,Janjgir,https://twitter.com/ChhattisgarhCMO/status/1245271630365880325,"all farm, crop, machinery related info w.r.t Covid19",Farmer Helpline,7817222215,Chhattisgarh
Government Helpline,Janjgir,https://twitter.com/ChhattisgarhCMO/status/1244296965094928385,Govt COVID 19 CONTROL ROOM,Control Room,7817222123,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Janjgir,http://dprcg.gov.in/post/1585319355/_%E0%A4%B0%E0%A4%BE%E0%A4%AF%E0%A4%AA%E0%A5%81%E0%A4%B0_:__%E0%A4%96%E0%A4%BE%E0%A4%A6%E0%A5%8D%E0%A4%AF_%E0%A4%8F%E0%A4%B5%E0%A4%82_%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%B5%E0%A4%B9%E0%A4%A8_%E0%A4%B5%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%97_%E0%A4%95%E0%A4%BE_%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%AF_%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A5%80%E0%A4%AF_%E0%A4%B8%E0%A4%82%E0%A4%AF%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4_%E0%A4%95%E0%A4%82%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%B2_%E0%A4%B0%E0%A5%82%E0%A4%AE_%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%AA%E0%A4%BF%E0%A4%A4,State level control & Monitoring center for citizens- landline no,"State control room for ration, grocery, supplies, medicine & essentials",7712882113,Chhattisgarh
Government Helpline,Baloda Bazar,https://twitter.com/ChhattisgarhCMO/status/1244296965094928385,Govt COVID 19 CONTROL ROOM,Control Room,7727223697,Chhattisgarh
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Baloda Bazar,http://dprcg.gov.in/post/1585319355/_%E0%A4%B0%E0%A4%BE%E0%A4%AF%E0%A4%AA%E0%A5%81%E0%A4%B0_:__%E0%A4%96%E0%A4%BE%E0%A4%A6%E0%A5%8D%E0%A4%AF_%E0%A4%8F%E0%A4%B5%E0%A4%82_%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%B5%E0%A4%B9%E0%A4%A8_%E0%A4%B5%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%97_%E0%A4%95%E0%A4%BE_%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%AF_%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A5%80%E0%A4%AF_%E0%A4%B8%E0%A4%82%E0%A4%AF%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4_%E0%A4%95%E0%A4%82%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%B2_%E0%A4%B0%E0%A5%82%E0%A4%AE_%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%AA%E0%A4%BF%E0%A4%A4,State level control & Monitoring center for citizens- landline no,"State control room for ration, grocery, supplies, medicine & essentials",7712882113,Chhattisgarh
Government Helpline,Baloda Bazar,https://twitter.com/ChhattisgarhCMO/status/1245271630365880325,"all farm, crop, machinery related info w.r.t Covid19",Farmer Helpline,7727222054,Chhattisgarh
Government Helpline,Bemetara,https://twitter.com/ChhattisgarhCMO/status/1244296965094928385,Govt COVID 19 CONTROL ROOM,Control Room,7824222103,Chhattisgarh
Government Helpline,Bemetara,https://twitter.com/ChhattisgarhCMO/status/1245271630365880325,"all farm, crop, machinery related info w.r.t Covid19",Farmer Helpline,7824222103,Chhattisgarh
Government Helpline,Surajpur,https://twitter.com/ChhattisgarhCMO/status/1245271630365880325,"all farm, crop, machinery related info w.r.t Covid19",Farmer Helpline,7775266173,Chhattisgarh
Government Helpline,Mahasamund,https://twitter.com/ChhattisgarhCMO/status/1245271630365880325,"all farm, crop, machinery related info w.r.t Covid19",Farmer Helpline,7723223305,Chhattisgarh
Hospitals and Centers,Raipur,https://www.investindia.gov.in/team-india-blogs/covid-19-madhya-pradesh-chhattisgarh-and-jharkhand-fight-it-back,COVID19 treatment center with 500 bed capacity being developed to fight pandemic,"Raipur Institute of Medical Sciences, https://rimsindia.ac.in/",7713053061,Chhattisgarh
Government Helpline,Janjgir,https://janjgir-champa.gov.in/en/,Helpline for providing assistance regarding anything related to covid19,District Administration,7817222123,Chhattisgarh
